REGISTRO_ANCINE,RAZAO_SOCIAL,CNPJ,ATIVIDADE_ECONOMICA,CLASSIFICACAO_ATIVIDADE
3015,TELEVISAO VITORIA S/A,27.419.100/0001-03,"Outras sociedades de participação, exceto holdings",SECUNDARIA
3015,TELEVISAO VITORIA S/A,27.419.100/0001-03,Produção de filmes para publicidade,SECUNDARIA
3018,FULLTIME FILMES LTDA,07.162.196/0001-60,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
3018,FULLTIME FILMES LTDA,07.162.196/0001-60,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
3018,FULLTIME FILMES LTDA,07.162.196/0001-60,Atividades de gravação de som e de edição de música,SECUNDARIA
3018,FULLTIME FILMES LTDA,07.162.196/0001-60,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
3018,FULLTIME FILMES LTDA,07.162.196/0001-60,Estúdios cinematográficos,SECUNDARIA
3018,FULLTIME FILMES LTDA,07.162.196/0001-60,Fotocópias,SECUNDARIA
3018,FULLTIME FILMES LTDA,07.162.196/0001-60,Produção de filmes para publicidade,SECUNDARIA
30503,DAVID ZETUN MATOS 05577529735,22.810.678/0001-72,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Atividades de artistas plásticos, jornalistas independentes e escritores",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Atividades de design não especificadas anteriormente,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Atividades de gravação de som e de edição de música,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Atividades de rádio,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Atividades de sonorização e de iluminação,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Edição de revistas,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Ensino de artes cênicas, exceto dança",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Ensino de música,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Estúdios cinematográficos,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Filmagem de festas e eventos,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Marketing direto,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Outras atividades de prestação de serviços de informação não especificadas anteriormente,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Produção de espetáculos circenses, de marionetes e similares",SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Produção de espetáculos de dança,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Produção de filmes para publicidade,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Produção musical,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Produção teatral,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Reprodução de vídeo em qualquer suporte,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Serviços combinados de escritório e apoio administrativo,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Serviços de dublagem,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
31312,R S DE SA FILMES E PROJETOS - EPP,16.649.153/0001-02,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
31471,BERNARD MIRANDA LESSA 13660967700,16.994.240/0001-99,Filmagem de festas e eventos,PRINCIPAL
31471,BERNARD MIRANDA LESSA 13660967700,16.994.240/0001-99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
31471,BERNARD MIRANDA LESSA 13660967700,16.994.240/0001-99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
31471,BERNARD MIRANDA LESSA 13660967700,16.994.240/0001-99,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
31471,BERNARD MIRANDA LESSA 13660967700,16.994.240/0001-99,Atividades de sonorização e de iluminação,SECUNDARIA
31471,BERNARD MIRANDA LESSA 13660967700,16.994.240/0001-99,Fabricação de produtos diversos não especificados anteriormente,SECUNDARIA
31471,BERNARD MIRANDA LESSA 13660967700,16.994.240/0001-99,Outras atividades de ensino não especificadas anteriormente,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Estúdios cinematográficos,PRINCIPAL
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Atividades de design não especificadas anteriormente,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Design de interiores,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Design de produtos,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Edição de cadastros, listas e outros produtos gráficos",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Edição de livros,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Edição de revistas,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Serviços de dublagem,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",SECUNDARIA
31529,JARGO PRODUTORA LTDA,22.869.009/0001-76,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,Agências de publicidade,PRINCIPAL
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,"Atividades de artistas plásticos, jornalistas independentes e escritores",SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,"Edição de cadastros, listas e outros produtos gráficos",SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,Edição de Jornais Diários,SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,Edição de livros,SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,Edição de revistas,SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,Marketing direto,SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,Promoção de vendas,SECUNDARIA
31818,BERTINI COMUNICACAO & MARKETING EIRELI,20.533.821/0001-09,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
31898,E BRAVIM MANCO ME,10.852.692/0001-50,Agências de publicidade,PRINCIPAL
31898,E BRAVIM MANCO ME,10.852.692/0001-50,Consultoria em publicidade,SECUNDARIA
31898,E BRAVIM MANCO ME,10.852.692/0001-50,Corretagem na compra e venda e avaliação de imóveis,SECUNDARIA
31898,E BRAVIM MANCO ME,10.852.692/0001-50,Corretagem no aluguel de imóveis,SECUNDARIA
31898,E BRAVIM MANCO ME,10.852.692/0001-50,Marketing direto,SECUNDARIA
31898,E BRAVIM MANCO ME,10.852.692/0001-50,Produção de filmes para publicidade,SECUNDARIA
31898,E BRAVIM MANCO ME,10.852.692/0001-50,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
31898,E BRAVIM MANCO ME,10.852.692/0001-50,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
32420,CINEMATOGRAFICA ARACRUZ LTDA ME,21.033.878/0001-01,Atividades de exibição cinematográfica,PRINCIPAL
32420,CINEMATOGRAFICA ARACRUZ LTDA ME,21.033.878/0001-01,"Comércio varejista de doces, balas, bombons e semelhantes",SECUNDARIA
32420,CINEMATOGRAFICA ARACRUZ LTDA ME,21.033.878/0001-01,"Lanchonetes, casas de chá, de sucos e similares",SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Agências de publicidade,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Atividades de gravação de som e de edição de música,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Consultoria em publicidade,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Criação de estandes para feiras e exposições,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Desenvolvimento de programas de computador sob encomenda,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Desenvolvimento e licenciamento de programas de computador customizáveis,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Desenvolvimento e licenciamento de programas de computador não-customizáveis,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Filmagem de festas e eventos,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Produção de filmes para publicidade,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Produção e promoção de eventos esportivos,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Produção musical,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Promoção de vendas,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
3257,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,06.914.274/0001-72,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Aluguel de máquinas e equipamentos para escritório,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Atividades de exibição cinematográfica,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Atividades de gravação de som e de edição de música,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Estúdios cinematográficos,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Filmagem de festas e eventos,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Fotocópias,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Produção de filmes para publicidade,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,Serviços de alimentação para eventos e recepções - bufê,SECUNDARIA
33698,BBR PRODUÇÕES EIRELI - ME,24.879.526/0001-51,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,Filmagem de festas e eventos,SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,Produção e promoção de eventos esportivos,SECUNDARIA
33869,PEDRO EMILIO E SILVA MARTINS,25.103.064/0001-49,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
34267,VINTE 3 COMUNICACAO E VIDEO LTDA ME,26.203.415/0001-56,Produção de filmes para publicidade,PRINCIPAL
34267,VINTE 3 COMUNICACAO E VIDEO LTDA ME,26.203.415/0001-56,Agências de publicidade,SECUNDARIA
34267,VINTE 3 COMUNICACAO E VIDEO LTDA ME,26.203.415/0001-56,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
34267,VINTE 3 COMUNICACAO E VIDEO LTDA ME,26.203.415/0001-56,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
34267,VINTE 3 COMUNICACAO E VIDEO LTDA ME,26.203.415/0001-56,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
34267,VINTE 3 COMUNICACAO E VIDEO LTDA ME,26.203.415/0001-56,Filmagem de festas e eventos,SECUNDARIA
3535,HG2 STUDIO LTDA - ME,03.694.276/0001-05,"Atividades de produção de fotografias, exceto aérea e submarina",PRINCIPAL
3535,HG2 STUDIO LTDA - ME,03.694.276/0001-05,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
3535,HG2 STUDIO LTDA - ME,03.694.276/0001-05,Filmagem de festas e eventos,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Estúdios cinematográficos,PRINCIPAL
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Agências de publicidade,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Atividades de design não especificadas anteriormente,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Consultoria em publicidade,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Filmagem de festas e eventos,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Outras atividades de prestação de serviços de informação não especificadas anteriormente,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Produção de filmes para publicidade,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Serviços de dublagem,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
35571,ANDALUZ PRODUCOES LTDA-ME,26.671.292/0001-88,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,Atividades de exibição cinematográfica,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,Atividades de gravação de som e de edição de música,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,Atividades de sonorização e de iluminação,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,Ensino de música,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,Produção musical,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,Produção teatral,SECUNDARIA
37267,CAJU PRODUÇOES LTDA- ME,04.585.783/0001-73,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
37775,VT GARGARO FILMES LTDA,26.349.364/0001-75,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
37775,VT GARGARO FILMES LTDA,26.349.364/0001-75,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
37775,VT GARGARO FILMES LTDA,26.349.364/0001-75,Edição de livros,SECUNDARIA
37775,VT GARGARO FILMES LTDA,26.349.364/0001-75,Edição de revistas,SECUNDARIA
37775,VT GARGARO FILMES LTDA,26.349.364/0001-75,Impressão de material para uso publicitário,SECUNDARIA
37775,VT GARGARO FILMES LTDA,26.349.364/0001-75,Reparação e manutenção de computadores e de equipamentos periféricos,SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,Atividades de gravação de som e de edição de música,SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,Estúdios cinematográficos,SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,Filmagem de festas e eventos,SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,Fotocópias,SECUNDARIA
37801,ON CONTENT FILMES LTDA,28.548.077/0001-10,Produção de filmes para publicidade,SECUNDARIA
37985,NADIA SOUZA SANTOS BRASIL 80570526787,27.478.257/0001-00,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
