REGISTRO_ANCINE,RAZAO_SOCIAL,CNPJ,ATIVIDADE_ECONOMICA,CLASSIFICACAO_ATIVIDADE
37985,NADIA SOUZA SANTOS BRASIL 80570526787,27.478.257/0001-00,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
37985,NADIA SOUZA SANTOS BRASIL 80570526787,27.478.257/0001-00,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
37985,NADIA SOUZA SANTOS BRASIL 80570526787,27.478.257/0001-00,Filmagem de festas e eventos,SECUNDARIA
37985,NADIA SOUZA SANTOS BRASIL 80570526787,27.478.257/0001-00,Marketing direto,SECUNDARIA
37985,NADIA SOUZA SANTOS BRASIL 80570526787,27.478.257/0001-00,Promoção de vendas,SECUNDARIA
38292,RADIO E TELEVISÃO ESPIRITO SANTO,36.049.641/0001-88,Atividades de rádio,PRINCIPAL
38292,RADIO E TELEVISÃO ESPIRITO SANTO,36.049.641/0001-88,Atividades de gravação de som e de edição de música,SECUNDARIA
38292,RADIO E TELEVISÃO ESPIRITO SANTO,36.049.641/0001-88,Atividades de televisão aberta,SECUNDARIA
39203,LUZ PRODUCOES EIRELI ME,29.821.631/0001-53,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
39203,LUZ PRODUCOES EIRELI ME,29.821.631/0001-53,Atividades de gravação de som e de edição de música,SECUNDARIA
39203,LUZ PRODUCOES EIRELI ME,29.821.631/0001-53,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
39203,LUZ PRODUCOES EIRELI ME,29.821.631/0001-53,Estúdios cinematográficos,SECUNDARIA
39203,LUZ PRODUCOES EIRELI ME,29.821.631/0001-53,Produção de filmes para publicidade,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Agências de publicidade,PRINCIPAL
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Atividades de design não especificadas anteriormente,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Atividades de gravação de som e de edição de música,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Estúdios cinematográficos,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Filmagem de festas e eventos,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Outras atividades de prestação de serviços de informação não especificadas anteriormente,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Produção de filmes para publicidade,SECUNDARIA
39205,EDER LEPAUS MULLER PUBLICIDADE ME,24.890.666/0001-20,Web design,SECUNDARIA
39276,LUDO THINKING GAMES LTDA,29.708.938/0001-42,Desenvolvimento de programas de computador sob encomenda,PRINCIPAL
39276,LUDO THINKING GAMES LTDA,29.708.938/0001-42,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
39276,LUDO THINKING GAMES LTDA,29.708.938/0001-42,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,SECUNDARIA
39276,LUDO THINKING GAMES LTDA,29.708.938/0001-42,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Serviços de organização de feiras, congressos, exposições e festas",PRINCIPAL
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Atividades de gravação de som e de edição de música,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Atividades de sonorização e de iluminação,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Atividades de vigilância e segurança privada,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Filmagem de festas e eventos,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Limpeza em prédios e em domicílios,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Locação de automóveis sem condutor,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Produção de espetáculos circenses, de marionetes e similares",SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Produção de espetáculos de dança,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Produção de filmes para publicidade,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Produção musical,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Produção teatral,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Reprodução de som em qualquer suporte,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Reprodução de vídeo em qualquer suporte,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,Serviços de alimentação para eventos e recepções - bufê,SECUNDARIA
39337,KR SERVIÇOS E EVENTOS EIRELI - ME,24.734.932/0001-26,"Serviços de tradução, interpretação e similares",SECUNDARIA
39509,RODRIGO LOPES FERRI VLTRA PRODUCOES,30.227.228/0001-80,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
39509,RODRIGO LOPES FERRI VLTRA PRODUCOES,30.227.228/0001-80,Produção de filmes para publicidade,SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Atividades de organizações associativas ligadas à cultura e à arte,PRINCIPAL
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,"Atividades de artistas plásticos, jornalistas independentes e escritores",SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Atividades de bibliotecas e arquivos,SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,"Produção de espetáculos circenses, de marionetes e similares",SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Produção de espetáculos de dança,SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,"Produção de espetáculos de rodeios, vaquejadas e similares",SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Produção musical,SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Produção teatral,SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Restauração de obras de arte,SECUNDARIA
39524,COMPANHIA DE ÓPERA DO ESPÍRITO SANTO,13.991.594/0001-91,Restauração e conservação de lugares e prédios históricos,SECUNDARIA
39673,MARCIO SODRE DE ABREU 02290126713,21.351.722/0001-60,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,Atividades de produção de fotografias aéreas e submarinas,PRINCIPAL
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,Atividades de sonorização e de iluminação,SECUNDARIA
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,Comércio varejista de artigos fotográficos e para filmagem,SECUNDARIA
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,Ensino de música,SECUNDARIA
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,Filmagem de festas e eventos,SECUNDARIA
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
39810,TARCÍSIO LOUZADA BONATO,20.518.008/0001-51,Produção musical,SECUNDARIA
39885,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,32.479.123/0001-43,Educação superior - graduação,PRINCIPAL
39885,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,32.479.123/0001-43,Atividades de exibição cinematográfica,SECUNDARIA
39915,MARIANA SANTOS BORGES 12463414766,17.119.823/0001-33,Outras atividades de serviços pessoais não especificadas anteriormente,PRINCIPAL
39915,MARIANA SANTOS BORGES 12463414766,17.119.823/0001-33,Edição de revistas,SECUNDARIA
39915,MARIANA SANTOS BORGES 12463414766,17.119.823/0001-33,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
40115,DESIGN STUDIOS CARVALHEIRA EIRELI,30.553.792/0001-92,Atividades de design não especificadas anteriormente,PRINCIPAL
40115,DESIGN STUDIOS CARVALHEIRA EIRELI,30.553.792/0001-92,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
40115,DESIGN STUDIOS CARVALHEIRA EIRELI,30.553.792/0001-92,Web design,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Atividades de exibição cinematográfica,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Estúdios cinematográficos,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Filmagem de festas e eventos,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Outras atividades de ensino não especificadas anteriormente,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Produção de filmes para publicidade,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Serviços combinados de escritório e apoio administrativo,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
40118,A PASSARELA FILMES LTDA,26.682.199/0001-79,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
40203,TENDENCIA PRODUCOES DE EVENTOS LTDA,16.370.907/0001-82,"Serviços de organização de feiras, congressos, exposições e festas",PRINCIPAL
40203,TENDENCIA PRODUCOES DE EVENTOS LTDA,16.370.907/0001-82,Agências de publicidade,SECUNDARIA
40203,TENDENCIA PRODUCOES DE EVENTOS LTDA,16.370.907/0001-82,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
40203,TENDENCIA PRODUCOES DE EVENTOS LTDA,16.370.907/0001-82,Atividades de televisão aberta,SECUNDARIA
40212,DANIELA DE FREITAS PEDROSA 10803545738,26.033.493/0001-50,Filmagem de festas e eventos,PRINCIPAL
40212,DANIELA DE FREITAS PEDROSA 10803545738,26.033.493/0001-50,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
40212,DANIELA DE FREITAS PEDROSA 10803545738,26.033.493/0001-50,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
40212,DANIELA DE FREITAS PEDROSA 10803545738,26.033.493/0001-50,Outras atividades de recreação e lazer não especificadas anteriormente,SECUNDARIA
40212,DANIELA DE FREITAS PEDROSA 10803545738,26.033.493/0001-50,Produção musical,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Serviços de comunicação multimídia - SCM,PRINCIPAL
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Empacotamento de Comunicação Eletrônica de Massa por Assinatura,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Operadoras de televisão por assinatura por cabo,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Operadoras de televisão por assinatura por satélite,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Provedores de acesso às redes de comunicações,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Serviço móvel especializado - SME,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Serviços de telecomunicações por fio não especificados anteriormente,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Serviços de telecomunicações sem fio não especificados anteriormente,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Serviços de telefonia fixa comutada - STFC,SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",SECUNDARIA
40315,R7 TELECOMUNICAÇÕES LTDA,11.767.820/0001-20,Telefonia móvel celular,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Restauração e conservação de lugares e prédios históricos,PRINCIPAL
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Agências de viagens,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Cursos preparatórios para concursos,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Edição de livros,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Filmagem de festas e eventos,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Operadores turísticos,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Outras atividades de ensino não especificadas anteriormente,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Produção teatral,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Serviços de reservas e outros serviços de turismo não especificados anteriormente,SECUNDARIA
40987,ALINE BARROSO MICELI 07849784766,24.575.039/0001-03,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
41141,EDUARDO SPERANDIO 09590282776,24.381.120/0001-44,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
41141,EDUARDO SPERANDIO 09590282776,24.381.120/0001-44,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
41141,EDUARDO SPERANDIO 09590282776,24.381.120/0001-44,Filmagem de festas e eventos,SECUNDARIA
41152,RAFAEL DUARTE BANDEIRA,17.591.225/0001-62,"Atividades de produção de fotografias, exceto aérea e submarina",PRINCIPAL
41152,RAFAEL DUARTE BANDEIRA,17.591.225/0001-62,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
41152,RAFAEL DUARTE BANDEIRA,17.591.225/0001-62,Filmagem de festas e eventos,SECUNDARIA
41348,NASSAU EDITORA RADIO E TELEVISÃO LTDA,27.065.150/0001-30,Edição integrada à impressão de jornais diários,PRINCIPAL
41348,NASSAU EDITORA RADIO E TELEVISÃO LTDA,27.065.150/0001-30,Atividades de gravação de som e de edição de música,SECUNDARIA
41348,NASSAU EDITORA RADIO E TELEVISÃO LTDA,27.065.150/0001-30,Atividades de rádio,SECUNDARIA
41348,NASSAU EDITORA RADIO E TELEVISÃO LTDA,27.065.150/0001-30,Atividades de televisão aberta,SECUNDARIA
41348,NASSAU EDITORA RADIO E TELEVISÃO LTDA,27.065.150/0001-30,Edição de livros,SECUNDARIA
41348,NASSAU EDITORA RADIO E TELEVISÃO LTDA,27.065.150/0001-30,Impressão de jornais,SECUNDARIA
41357,RAFAELLA CASSANI COUTINHO 12513975731,13.981.640/0001-71,Marketing direto,PRINCIPAL
41357,RAFAELLA CASSANI COUTINHO 12513975731,13.981.640/0001-71,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
