CANAL;NR_IDENTIFICACAO;CLASSIFICACAO_CANAL;TIPO_CONTEUDO_CANAL;OFERTA_CLIENTE;DATA_INICIO_OFERTA;DENSIDADE_CANAL;NOME_PROGRAMADORA;CNPJ_PROGRAMADORA;CLASSIFICAO_PROGRAMADORA;PAIS_PROGRAMADORA
TOONCAST; 40403.30010 ;Canal de espaço qualificado;Canal de conteúdo infantil e adolescente;CANAL OFERTADO EM PACOTE;01/12/2008;PADRÃO;TURNER INTERNATIONAL LATIN AMERICA, INC;05.583.971/0001-25;Programadora Estrangeira;ESTADOS UNIDOS
TRACE BRAZUCA; 45497.30001 ;Canal de espaço qualificado;Canal de conteúdo videomusical;CANAL OFERTADO EM PACOTE;25/07/2020;ALTA DEFINIÇÃO;TRACE GLOBAL;35.421.267/0001-37;Programadora Estrangeira;FRANÇA
TRADE TV; 51885.30001 ;Canal de programação comum;Canal de televenda ou infomercial;CANAL OFERTADO EM PACOTE;05/06/2022;ALTA DEFINIÇÃO;TRADE TV LTDA;46.174.704/0001-81;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TRAVEL BOX BRAZIL; 4744.30005 ;Canal brasileiro de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;20/08/2012;PADRÃO;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;07.254.174/0001-20;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TRAVEL BOX BRAZIL HD; 4744.30006 ;Canal brasileiro de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/07/2015;ALTA DEFINIÇÃO;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;07.254.174/0001-20;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TRIP BRASIL; 16559.30001 ;Canal brasileiro de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/03/2020;ALTA DEFINIÇÃO;DIGITAL BRASIL TV SOLUÇÕES MULTIMIDIAS LTDA.;09.622.474/0001-40;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TRU TV HD; 40403.30014 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/07/2010;ALTA DEFINIÇÃO;TURNER INTERNATIONAL LATIN AMERICA, INC;05.583.971/0001-25;Programadora Estrangeira;ESTADOS UNIDOS
TRU TV SD; 40403.30009 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/04/2009;PADRÃO;TURNER INTERNATIONAL LATIN AMERICA, INC;05.583.971/0001-25;Programadora Estrangeira;ESTADOS UNIDOS
TV AMBIENTAL; 50505.30001 ;Canal de programação comum;Canal de conteúdo jornalístico;CANAL OFERTADO EM PACOTE;08/04/2019;ALTA DEFINIÇÃO;AVL PRODUÇÕES LTDA;27.329.556/0001-82;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV AVIVANDO NAÇÕES; 49360.30001 ;Canal de programação comum;Canal de conteúdo religioso;CANAL OFERTADO EM PACOTE;04/06/2021;ALTA DEFINIÇÃO;MARCIA MORGANA BEZERRA DA SILVA LUCIANO;42.220.755/0001-41;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV BRUSQUE; 46126.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;10/06/2002;PADRÃO;EMPRESA BRUSQUENSE DE COMUNICAÇÃO LTDA.;05.124.438/0001-03;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV CARIRI; 40970.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;22/08/2019;ALTA DEFINIÇÃO;L. SOARES MARTINS;20.123.556/0001-82;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV CENTRO SUL; 44473.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;03/05/2019;ALTA DEFINIÇÃO;SISTEMA VOZ CENTRO SUL LTDA;31.248.895/0001-01;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV CIDADE CANAL 9 - TERESÓPOLIS; 14091.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;07/09/2002;PADRÃO;RGS PUBLICIDADE EIRELI;30.918.049/0001-99;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV CIDADE OESTE; 38723.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE, CANAL À LA CARTE;01/02/2018;PADRÃO;LEMBRANÇA WEB RÁDIO E TV LTDA.-ME;11.244.074/0001-90;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV CLIMATEMPO; 12362.30001 ;Canal brasileiro de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;10/08/1999;PADRÃO;TV METEOROLÓGICA LTDA;03.595.286/0001-93;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV DIÁRIO DO SERTÃO; 39903.30001 ;Canal de programação comum;Canal de conteúdo jornalístico;CANAL OFERTADO EM PACOTE;01/08/2018;PADRÃO;SISTEMA DE COMUNICACAO DIARIO LTDA;11.694.678/0001-38;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV ERECHIM; 17382.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE, CANAL À LA CARTE;04/08/2008;PADRÃO;LD PRODUÇÕES PUBLICITARIAS LTDA;10.335.427/0001-02;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV GAZETA RN; 26981.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;10/08/2015;PADRÃO;TELEVISÃO RIO GRANDE DO NORTE EIRELI;19.924.934/0001-48;;BRASIL
TV GUIA LOCAL; 17050.30001 ;Canal de programação comum;Canal de televenda ou infomercial;CANAL OFERTADO EM PACOTE;01/01/2007;PADRÃO;V.B. MOTER PRODUÇÕES DE VIDEO;07.031.220/0001-21;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV JAGUÁ NEWS; 52855.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;18/01/2023;ALTA DEFINIÇÃO;SM BRASIL DE COMUNICACAO LTDA;29.284.918/0001-91;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV JAGUAR; 49484.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;20/09/2021;ALTA DEFINIÇÃO;R. LOPES DA COSTA AMARAL;10.489.198/0001-72;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV KURTIÇÃO; 38917.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;14/08/2019;ALTA DEFINIÇÃO;QUEIROGA & MEDEIROS LTDA - ME;07.651.720/0001-66;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV METROPOLITANO; 24033.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/06/2013;PADRÃO;TELEVISÃO METROPOLITANO EIRELI;17.845.847/0001-70;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV NORDESTINA; 44577.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/12/2019;ALTA DEFINIÇÃO;JOSE ABILIO FELIX DE FIGUEIREDO;17.392.307/0001-88;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV NOVO TEMPO; 13379.30001 ;Canal de programação comum;Canal de conteúdo religioso;CANAL OFERTADO EM PACOTE;30/05/2008;PADRÃO;REDE NOVO TEMPO DE COMUNICACAO;01.385.423/0001-30;Programadora brasileira;BRASIL
TV OOPS; 42606.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/01/2018;ALTA DEFINIÇÃO;TNC SISTEMAS DE TELECOMUNICAÇÕES LTDA;27.170.742/0001-11;Programadora brasileira;BRASIL
TV OTIMISTA; 46268.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;18/10/2020;ALTA DEFINIÇÃO;O OTIMISTA SERVICO DE COMUNICACAO EIRELI;02.553.273/0001-99;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV PADRE CICERO; 38809.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;09/01/2018;ALTA DEFINIÇÃO;FUNDACÃO PADRE CÍCERO DE TELEVISÃO;04.175.120/0001-80;;BRASIL
TV RÁ TIM BUM!; 1125.30001 ;Canal brasileiro de espaço qualificado;Canal de conteúdo infantil e adolescente;CANAL OFERTADO EM PACOTE;12/12/2004;PADRÃO;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;61.914.891/0001-86;Programadora brasileira independente;BRASIL
TV RÁ TIM BUM HD; 1125.30002 ;Canal brasileiro de espaço qualificado;Canal de conteúdo infantil e adolescente;CANAL OFERTADO EM PACOTE;19/12/2016;ALTA DEFINIÇÃO;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;61.914.891/0001-86;Programadora brasileira independente;BRASIL
TV SUPREN; 4619.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/12/2007;PADRÃO;UNIÃO PLANETÁRIA;02.755.157/0001-52;;BRASIL
TV UNIÃO DE NATAL; 22468.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;31/03/2003;PADRÃO;WMW ENTRETENIMENTO LTDA;01.884.833/0001-25;Programadora brasileira independente;BRASIL
TVI; 17618.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;17/01/2005;PADRÃO;AÇÃO PROGRAMADORA DE CANAIS INDEPENDENTES LTDA - ME;08.594.668/0001-16;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
TV5 MONDE; 6269.30001 ;Canal não adaptado ao mercado brasileiro;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE, CANAL À LA CARTE;15/04/1996;PADRÃO;TV5 MONDE;;Programadora Estrangeira;FRANÇA
UNIVERSAL TV; 44.30001 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;10/05/1996;PADRÃO;NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A;01.253.766/0001-40;Programadora brasileira de capital estrangeiro;BRASIL
UNIVERSAL TV HD; 44.30004 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/07/2013;ALTA DEFINIÇÃO;NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A;01.253.766/0001-40;Programadora brasileira de capital estrangeiro;BRASIL
URBAN TV; 45652.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;20/01/2020;PADRÃO;URBAN TV BRASIL COMUNICAÇÕES LTDA.;36.332.833/0001-05;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
VENUS; 13263.30004 ;Canal de programação comum;Canal de conteúdo erótico;CANAL À LA CARTE, PAY-PER-VIEW;10/12/2008;PADRÃO;PB BRASIL ENTRETENIMENTO S/A;08.844.841/0001-97;Programadora brasileira de capital estrangeiro;BRASIL
VH1 HD; 6209.30006 ;Canal não adaptado ao mercado brasileiro;Canal de conteúdo videomusical;CANAL OFERTADO EM PACOTE;01/12/2009;ALTA DEFINIÇÃO;MTV NETWORKS LATIN AMERICA INC.;;Programadora Estrangeira;ESTADOS UNIDOS
VH1 MEGAHITS; 6209.30005 ;Canal não adaptado ao mercado brasileiro;Canal de conteúdo videomusical;CANAL OFERTADO EM PACOTE;31/01/2010;PADRÃO;MTV NETWORKS LATIN AMERICA INC.;;Programadora Estrangeira;ESTADOS UNIDOS
VINTV; 42577.30001 ;Canal de programação comum;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/01/2019;PADRÃO;SERTÃO & MAR COMUNICAÇÕES LTDA;22.855.801/0001-71;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
VIVA; 4727.30120 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/01/2020;PADRÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;Programadora brasileira independente;BRASIL
VIVA HD; 4727.30022 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/01/2020;ALTA DEFINIÇÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;Programadora brasileira independente;BRASIL
WARNER CHANNEL; 40403.30029 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/11/1996;PADRÃO;TURNER INTERNATIONAL LATIN AMERICA, INC;05.583.971/0001-25;Programadora Estrangeira;ESTADOS UNIDOS
WARNER CHANNEL HD; 40403.30030 ;Canal de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;01/11/1996;ALTA DEFINIÇÃO;TURNER INTERNATIONAL LATIN AMERICA, INC;05.583.971/0001-25;Programadora Estrangeira;ESTADOS UNIDOS
WOOHOO; 21229.30001 ;Canal brasileiro de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;22/05/2006;PADRÃO;NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA;07.906.636/0001-46;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
WOOHOO HD; 21229.30002 ;Canal brasileiro de espaço qualificado;Canal de conteúdo em geral;CANAL OFERTADO EM PACOTE;30/11/2017;ALTA DEFINIÇÃO;NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA;07.906.636/0001-46;Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011;BRASIL
ZOOMOO KIDS; 47057.30001 ;Canal de espaço qualificado;Canal de conteúdo infantil e adolescente;CANAL OFERTADO EM PACOTE;10/11/2020;PADRÃO;STENNA INTERNATIONAL LLC;;Programadora Estrangeira;ESTADOS UNIDOS
ZOOMOO KIDS (HD); 47057.30002 ;Canal de espaço qualificado;Canal de conteúdo infantil e adolescente;CANAL OFERTADO EM PACOTE;10/11/2020;ALTA DEFINIÇÃO;STENNA INTERNATIONAL LLC;;Programadora Estrangeira;ESTADOS UNIDOS
