IDENTIFICACAO_CONTRATO,TITULO_PROJETO,CHAMADA_PUBLICA,ANO_CHAMADA_PUBLICA,CNPJ_PROPONENTE,RAZAO_SOCIAL_PROPONENTE,CNPJ_PRODUTORA,RAZAO_SOCIAL_PRODUTORA,CNPJ_DISTRIBUIDORA_PROGRAMADORA,RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA,DT_PUBLICACAO_CONTRATO_DOU,VL_CONTRATO_DOU,DT_PRIMEIRO_DESEMBOLSO,VL_TOTAL_LIBERADO
DG-00.168,"PEDRO, O LIBERTADOR",PRODAV 05,2013-01-01,33.897.794/0001-97,IPANEMA FILMES LTDA,33.897.794/0001-97,IPANEMA FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-03,150000.0,2015-04-02,150000.0
DG-00.192,POLIS,PRODAV 05,2013-01-01,09.261.668/0001-67,ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA,09.261.668/0001-67,ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-03,150000.0,2015-03-24,150000.0
DG-00.181,"SOBRE MEMÓRIAS, MELODIAS E DEPOIS",PRODAV 05,2013-01-01,08.787.497/0001-41,FORTE FILMES PRODUÇÕES ARTÍSTICAS LTDA,08.787.497/0001-41,FORTE FILMES PRODUÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-03,100000.0,2015-03-19,100000.0
DG-00.205,A HISTÓRIA DA ETERNIDADE,PRODECINE 03,2013-01-01,06.905.794/0001-19,AC CAVALCANTE SERVIÇOS LTDA.,06.905.794/0001-19,AC CAVALCANTE SERVIÇOS LTDA.,05.249.852/0001-30,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,2015-03-05,200000.0,2015-04-02,200000.0
DG-00.208,A CAIXINHA DE MÚSICA DO LINO,PRODAV 05,2013-01-01,04.761.874/0001-12,CORTE SECO FILMES LTDA,04.761.874/0001-12,CORTE SECO FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,150000.0,2015-03-24,150000.0
DG-00.186,A CASA ROSA,PRODAV 05,2013-01-01,18.800.502/0001-62,CASA DO SANTOMÉ FILMES LTDA - ME,18.800.502/0001-62,CASA DO SANTOMÉ FILMES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,150000.0,2015-04-07,150000.0
DG-00.206,ASTRO LÓGICAS,PRODAV 05,2013-01-01,06.992.833/0001-62,MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME,06.992.833/0001-62,MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,150000.0,2015-03-24,150000.0
DG-00.174,JOVENS MONSTROS,PRODAV 05,2013-01-01,13.336.795/0001-55,AVELLAR E MARANGON PRODUÇÕES ARTÍSTICAS LTDA ME,13.336.795/0001-55,AVELLAR E MARANGON PRODUÇÕES ARTÍSTICAS LTDA ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,62000.0,2015-03-24,62000.0
DG-00.194,MAIS PESADO QUE O AR - VIDA E PAIXÃO DE SANTOS DUMONT,PRODAV 05,2013-01-01,00.993.636/0001-81,M MARGARITA HERNANDEZ PASCUAL,00.993.636/0001-81,M MARGARITA HERNANDEZ PASCUAL,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,100000.0,2015-03-24,100000.0
DG-00.223,"MATE-ME, POR FAVOR!",PRODECINE 04,2013-01-01,02.140.120/0001-10,BANANEIRA FILMES LTDA.,02.140.120/0001-10,BANANEIRA FILMES LTDA.,08.346.733/0001-94,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,2015-03-13,543153.0,2015-03-17,543153.0
DG-00.221,O GRANDE CIRCO MÍSTICO,PRODECINE 02,2013-01-01,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,73.586.513/0001-08,LUZ MÁGICA PRODUÇÕES AUDIOVISUAIS LTDA,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,2015-03-13,3000000.0,2015-03-16,3000000.0
DG-00.189,PEQUENOS GRANDES TALENTOS,PRODAV 05,2013-01-01,81.321.978/0001-57,TVI TELEVISÃO E CINEMA LTDA - EPP,81.321.978/0001-57,TVI TELEVISÃO E CINEMA LTDA - EPP,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,150000.0,2015-05-07,150000.0
DG-00.178,SAI DA MINHA ABA,PRODAV 05,2013-01-01,12.375.637/0001-41,DOIS MOLEQUES PRODUÇÕES LTDA,12.375.637/0001-41,DOIS MOLEQUES PRODUÇÕES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,150000.0,2015-04-09,150000.0
DG-00.195,SE VIVER 100 ANOS VOU ACHAR QUE É POUCO,PRODAV 05,2013-01-01,18.800.502/0001-62,CASA DO SANTOMÉ FILMES LTDA - ME,18.800.502/0001-62,CASA DO SANTOMÉ FILMES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,100000.0,2015-03-24,100000.0
DG-00.173,VILA MIMOSA (VM),PRODAV 05,2013-01-01,04.939.205/0001-98,MATIZAR PRODUÇÕES ARTÍSTICAS LTDA,04.939.205/0001-98,MATIZAR PRODUÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-13,150000.0,2015-03-24,150000.0
DG-00.218,A MULHER QUE ERA O GENERAL DA CASA,PRODAV 05,2013-01-01,07.860.494/0001-23,TANGERINA ENTRETENIMENTO LTDA,07.860.494/0001-23,TANGERINA ENTRETENIMENTO LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,70000.0,2015-04-02,70000.0
DG-00.209,AMORES DE CHUMBO,PRODAV 05,2013-01-01,07.617.370/0001-11,PLANO 9 PRODUÇÕES AUDIOVISUAIS LTDA,07.617.370/0001-11,PLANO 9 PRODUÇÕES AUDIOVISUAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,100000.0,2015-04-02,100000.0
DG-00.215,"AO SOL, SOB A LUA",PRODAV 05,2013-01-01,15.592.350/0001-61,FILMES FRACTAIS EIRELI,15.592.350/0001-61,FILMES FRACTAIS EIRELI,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,100000.0,2015-04-02,100000.0
DG-00.199,CANÇÃO AO LONGE,PRODAV 05,2013-01-01,07.525.577/0001-66,ANAVILHANA FILMES LTDA - ME,07.525.577/0001-66,ANAVILHANA FILMES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,100000.0,2015-04-02,100000.0
DG-00.200,CRIME DA GÁVEA,PRODECINE 02,2012-01-01,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,29.185.956/0001-97,M D PRODUÇÕES ARTÍSTICAS LTDA,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,2015-03-20,500000.0,2015-06-16,500000.0
DG-00.198,MELHOR QUE SEJA ELA,PRODAV 05,2013-01-01,09.005.783/0001-70,CIGANO FILMES LTDA - ME,09.005.783/0001-70,CIGANO FILMES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,100000.0,2015-04-02,100000.0
DG-00.201,OSWALDO,PRODAV 01,2012-01-01,07.503.073/0001-45,BIRDO FILMES EM ANIMAÇÃO LTDA.,07.503.073/0001-45,BIRDO FILMES EM ANIMAÇÃO LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,1209229.22,2015-04-08,1209229.22
DG-00.207,ROLIMÃ RACER,PRODAV 05,2013-01-01,01.021.227/0001-86,PAN EVENTOS E PROJETOS CULTURAIS LTDA,01.021.227/0001-86,PAN EVENTOS E PROJETOS CULTURAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,150000.0,2015-05-07,150000.0
DG-00.227,SEQUESTRO RELÂMPAGO,PRODAV 05,2013-01-01,07.860.494/0001-23,TANGERINA ENTRETENIMENTO LTDA,07.860.494/0001-23,TANGERINA ENTRETENIMENTO LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,100000.0,2015-04-02,100000.0
DG-00.176,SOB CONTROLE,PRODAV 05,2013-01-01,31.939.739/0001-97,TIPOS E TEMPOS PRODUÇÕES LTDA,31.939.739/0001-97,TIPOS E TEMPOS PRODUÇÕES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,150000.0,2015-04-02,150000.0
DG-00.169,SUMMERTIME,PRODAV 05,2013-01-01,09.499.033/0001-00,PRIMITIVO PRODUÇÃO DE VÍDEO E FILMES LTDA.,09.499.033/0001-00,PRIMITIVO PRODUÇÃO DE VÍDEO E FILMES LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-20,150000.0,2015-04-01,150000.0
DG-00.237,ZAMA,PRODECINE 02,2013-01-01,72.672.017/0001-04,CANNES PRODUÇÕES S/A,02.140.120/0001-10,BANANEIRA FILMES LTDA.,72.672.017/0001-04,CANNES PRODUÇÕES S/A,2015-03-20,1393941.0,2015-03-27,1393941.0
DG-00.212,ÁGUA DOCE DO MUNDO,PRODAV 05,2013-01-01,09.298.164/0001-11,E J L DA SILVA - ME,09.298.164/0001-11,E J L DA SILVA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-30,70000.0,2015-04-08,70000.0
DG-00.210,BACON (TÍTULO PROVISÓRIO),PRODAV 05,2013-01-01,04.551.480/0001-30,ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA,04.551.480/0001-30,ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-30,150000.0,2015-04-02,150000.0
DG-00.240,BEM-VINDOS,PRODAV 05,2013-01-01,10.574.277/0001-81,V! PRODUÇÃO AUDIOVISUAL LTDA ME,10.574.277/0001-81,V! PRODUÇÃO AUDIOVISUAL LTDA ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-30,150000.0,2015-04-08,150000.0
DG-00.216,BOYCÓPTERO,PRODAV 05,2013-01-01,06.768.153/0001-60,ZOOM ELEFANTE PRODUÇÃO CINEMATOGRÁFICA LTDA,06.768.153/0001-60,ZOOM ELEFANTE PRODUÇÃO CINEMATOGRÁFICA LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-30,150000.0,2015-04-02,150000.0
DG-00.204,"E AÍ, COMEU?",PRODAV 01,2012-01-01,09.558.964/0001-24,CASÉ FILMES LTDA,09.558.964/0001-24,CASÉ FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-30,3000000.0,2015-05-26,3000000.0
DG-00.211,NAU DE URANO,PRODAV 05,2013-01-01,03.553.092/0001-25,FREDERICO DA CRUZ MACHADO - ME,03.553.092/0001-25,FREDERICO DA CRUZ MACHADO - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-30,88000.0,2015-04-02,88000.0
DG-00.220,OS MECHANICALS,PRODAV 05,2013-01-01,09.193.471/0001-38,CINEFILM PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME,09.193.471/0001-38,CINEFILM PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-03-30,150000.0,2015-04-09,150000.0
DG-00.248,CONFISSÕES,PRODAV 05,2013-01-01,16.820.127/0001-97,MUVIOLA FILMES LTDA,16.820.127/0001-97,MUVIOLA FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-06,105050.0,2015-04-14,105050.0
DG-00.257,HORÁRIO ELEITORAL,PRODAV 05,2013-01-01,05.508.188/0001-05,CORAÇÃO DA SELVA TRANSMÍDIA S.A.,05.508.188/0001-05,CORAÇÃO DA SELVA TRANSMÍDIA S.A.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-06,150000.0,2015-04-14,150000.0
DG-00.226,O TERCEIRO ATO,PRODAV 05,2013-01-01,10.831.015/0001-55,MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA,10.831.015/0001-55,MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-06,100000.0,2015-04-13,100000.0
DG-00.191,O TRABALHO LIBERTA!,PRODAV 05,2013-01-01,10.731.397/0001-45,MIRADA FILMES LTDA,10.731.397/0001-45,MIRADA FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-06,70000.0,2015-04-13,70000.0
DG-00.229,O VIADUTO,PRODAV 05,2013-01-01,14.798.449/0001-51,ESQUINA PRODUÇÕES ARTÍSTICAS LTDA ME,14.798.449/0001-51,ESQUINA PRODUÇÕES ARTÍSTICAS LTDA ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-06,150000.0,2015-04-14,150000.0
DG-00.222,OS AMIGOS,PRODECINE 03,2013-01-01,07.490.019/0001-02,GIRAFA FILMES LTDA,07.490.019/0001-02,GIRAFA FILMES LTDA,08.346.733/0001-94,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,2015-04-06,200000.0,2015-05-29,200000.0
DG-00.250,ROMANCE POLICIAL,PRODECINE 03,2013-01-01,05.617.531/0001-41,EL DESIERTO FILMES LTDA ME,05.617.531/0001-41,EL DESIERTO FILMES LTDA ME,08.656.129/0001-64,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,2015-04-06,147237.0,2015-04-29,147237.0
DG-00.224,SONHOS DE GALINHEIRO,PRODAV 05,2013-01-01,10.664.463/0001-01,BLUE FILMES E PRODUÇÕES LTDA - ME,10.664.463/0001-01,BLUE FILMES E PRODUÇÕES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-06,100000.0,2015-04-13,100000.0
DG-00.235,ARTISTAS,PRODAV 01,2012-01-01,07.060.648/0001-00,INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME,07.060.648/0001-00,INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-09,230000.0,2015-04-23,230000.0
DG-00.234,DENTES,PRODECINE 02,2012-01-01,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,09.494.764/0001-55,MASSA REAL PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,2015-04-09,600000.0,2015-04-30,0.0
DG-00.219,DO LADO ESQUERDO,PRODAV 05,2013-01-01,21.709.662/0001-05,FAZENDA CINEMA E VIDEO LTDA,21.709.662/0001-05,FAZENDA CINEMA E VIDEO LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-09,70000.0,2015-04-24,70000.0
DG-00.258,O ESCARAVELHO DO DIABO,PRODECINE 02,2013-01-01,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,66.876.707/0001-74,DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,2015-04-09,2000000.0,2015-04-16,2000000.0
DG-00.230,O OUTRO LADO DA BOLA,PRODAV 05,2013-01-01,16.672.152/0001-70,HOMEM DE LATA FILMES LTDA,16.672.152/0001-70,HOMEM DE LATA FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-09,150000.0,2015-06-05,150000.0
DG-00.203,SHANGRILÁ,PRODAV 05,2013-01-01,02.028.727/0001-02,MAMUTE FILMES LTDA-M.E.,02.028.727/0001-02,MAMUTE FILMES LTDA-M.E.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-09,100000.0,2015-05-12,100000.0
DG-00.231,BASTARDOS,PRODAV 05,2013-01-01,01.713.311/0001-60,TRES MUNDOS CINE Y VIDEO LTDA.,01.713.311/0001-60,TRES MUNDOS CINE Y VIDEO LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-15,100000.0,2015-05-27,100000.0
DG-00.249,COPACABANA,PRODAV 05,2013-01-01,14.645.357/0001-31,FATO FILMES PRODUCOES CINEMATOGRAFICAS LTDA ME,14.645.357/0001-31,FATO FILMES PRODUCOES CINEMATOGRAFICAS LTDA ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-15,141000.0,2015-04-24,141000.0
DG-00.251,DUNAS DO BARATO,PRODAV 01,2012-01-01,72.047.608/0001-82,MASSANGANA PRODUÇÕES ARTÍSTICAS LTDA,72.047.608/0001-82,MASSANGANA PRODUÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-15,541388.0,2015-05-07,541388.0
DG-00.179,O LUTO DE JOANA,PRODAV 05,2013-01-01,08.267.476/0001-03,OKNA PRODUÇÕES CULTURAIS LTDA,08.267.476/0001-03,OKNA PRODUÇÕES CULTURAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-15,100000.0,2015-04-24,100000.0
DG-00.245,REFLUXO,PRODAV 05,2013-01-01,19.388.280/0001-85,PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA,19.388.280/0001-85,PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-15,68940.0,2015-04-24,68940.0
DG-00.214,SICK SICK SICK,PRODAV 05,2013-01-01,12.317.174/0001-61,OCEANO PRODUÇÕES ARTÍSTICAS LTDA,12.317.174/0001-61,OCEANO PRODUÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-15,70000.0,2015-04-24,70000.0
DG-00.213,VIVER DE VENTO,PRODAV 05,2013-01-01,03.766.122/0001-81,SOLAR FILMES LTDA - ME,03.766.122/0001-81,SOLAR FILMES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-15,100000.0,2015-04-24,100000.0
DG-00.225,25 FORMAS DE PARAR DE FUMAR,PRODAV 05,2013-01-01,14.009.499/0001-02,PERIGO FILMES EIRELI,14.009.499/0001-02,PERIGO FILMES EIRELI,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-17,149300.0,2015-04-23,149300.0
DG-00.233,ESTA NOITE ENCARNAREI NO TEU CORPINHO,PRODAV 05,2013-01-01,15.096.101/0001-85,CANHOTA PRODUÇÕES CINEMATOGRAFICAS LTDA,15.096.101/0001-85,CANHOTA PRODUÇÕES CINEMATOGRAFICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-17,150000.0,2015-04-23,150000.0
DG-00.217,OESTE OUTRA VEZ,PRODAV 05,2013-01-01,17.942.221/0001-81,PANACEIA PRODUCOES AUDIOVISUAIS LTDE-ME,17.942.221/0001-81,PANACEIA PRODUCOES AUDIOVISUAIS LTDE-ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-17,100000.0,2015-04-23,100000.0
DG-00.243,DEITADO DE SAPATOS,PRODAV 05,2013-01-01,09.243.898/0001-01,PLATEAU REALIZAÇÕES ARTÍSTICAS LTDA,09.243.898/0001-01,PLATEAU REALIZAÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-24,100000.0,2015-05-04,100000.0
DG-00.263,LILITH,PRODAV 05,2013-01-01,02.342.813/0001-95,TB PRODUÇÕES LTDA,02.342.813/0001-95,TB PRODUÇÕES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-24,100000.0,2015-07-17,100000.0
DG-00.239,MOSTRA SUA CARA,PRODAV 05,2013-01-01,09.243.898/0001-01,PLATEAU REALIZAÇÕES ARTÍSTICAS LTDA,09.243.898/0001-01,PLATEAU REALIZAÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-24,70000.0,2015-05-07,70000.0
DG-00.269,MULHERES NO PODER,PRODECINE 04,2013-01-01,04.486.752/0001-65,LAVORO PRODUÇÕES ARTÍSTICAS LTDA.,04.486.752/0001-65,LAVORO PRODUÇÕES ARTÍSTICAS LTDA.,07.616.202/0001-01,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,2015-04-24,689881.0,2015-05-04,689881.0
DG-00.241,PERDIDO NO SUPERMERCADO,PRODAV 05,2013-01-01,09.271.593/0001-03,SALIVA PRODUCOES CINEMATOGRAFICAS LTDA,09.271.593/0001-03,SALIVA PRODUCOES CINEMATOGRAFICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-24,74030.0,2015-05-04,74030.0
DG-00.261,PONTE AÉREA,PRODECINE 04,2013-01-01,42.473.256/0001-66,MORENA FILMES EIRELI - ME,42.473.256/0001-66,MORENA FILMES EIRELI - ME,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,2015-04-24,895697.0,2015-05-04,895697.0
DG-00.246,SUICIDA DE ALUGUEL,PRODAV 05,2013-01-01,18.650.651/0001-92,METAFORA FILMES LTDA,18.650.651/0001-92,METAFORA FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-04-24,150000.0,2015-05-04,150000.0
DG-00.247,FUGA PERMANENTE,PRODAV 05,2013-01-01,68.696.756/0001-50,DIÁLOGO COMUNICAÇÃO EIRELI,68.696.756/0001-50,DIÁLOGO COMUNICAÇÃO EIRELI,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-04,70000.0,2015-05-07,70000.0
DG-00.262,"JOÃO TENÓRIO, O BURLADOR DO SERTÃO",PRODAV 05,2013-01-01,07.947.109/0001-80,ANTONIO M. G. DE CARVALHO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS,07.947.109/0001-80,ANTONIO M. G. DE CARVALHO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-04,100000.0,2015-05-07,100000.0
DG-00.253,O MONSTRO SOUZA,PRODAV 05,2013-01-01,07.805.432/0001-19,FABRIKA FILMES EIRELI ­ ME,07.805.432/0001-19,FABRIKA FILMES EIRELI ­ ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-04,89800.0,2015-05-19,89800.0
DG-00.252,A CHAVE DE CASA,PRODAV 05,2013-01-01,11.501.891/0001-86,ANDARA FILMES LTDA-ME,11.501.891/0001-86,ANDARA FILMES LTDA-ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-07,99994.0,2015-05-12,99994.0
DG-00.267,CHIFRUDO SOMOS NÓS,PRODAV 05,2013-01-01,10.985.734/0001-20,CULTURA OFF PRODUTORA DE CONTEÚDOS E NARRATIVAS TRANSMÍDIA EIRELI,10.985.734/0001-20,CULTURA OFF PRODUTORA DE CONTEÚDOS E NARRATIVAS TRANSMÍDIA EIRELI,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-07,100000.0,2015-05-12,100000.0
DG-00.279,O FILME DA MINHA VIDA,PRODECINE 01,2013-01-01,02.140.120/0001-10,BANANEIRA FILMES LTDA.,02.140.120/0001-10,BANANEIRA FILMES LTDA.,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-05-11,2500000.0,2015-05-15,2500000.0
DG-00.244,1986,PRODAV 05,2013-01-01,09.207.344/0001-40,EDER SAN JÚNIOR CINEMATOGRÁFICA E ARTE LTDA,09.207.344/0001-40,EDER SAN JÚNIOR CINEMATOGRÁFICA E ARTE LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-13,149000.0,2015-05-27,149000.0
DG-00.272,CORPO ELÉTRICO,PRODECINE 05,2013-01-01,74.425.067/0001-04,PLATEAU MARKETING E PRODUÇÕES CULTURAIS LTDA,74.425.067/0001-04,PLATEAU MARKETING E PRODUÇÕES CULTURAIS LTDA,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-05-13,548500.0,2015-05-29,548500.0
DG-00.260,CRIMES CLASSE A,PRODAV 05,2013-01-01,14.264.518/0001-47,CHATRONE AMERICA LATINA - PRODUÇÕES CINEMATOGRÁFICAS LTDA.,14.264.518/0001-47,CHATRONE AMERICA LATINA - PRODUÇÕES CINEMATOGRÁFICAS LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-13,150000.0,2015-05-19,150000.0
DG-00.268,PERISCÓPIO,PRODECINE 03,2013-01-01,67.619.171/0001-74,PALEOTEVE PRODUCAO CULTURAL EIRELI ­ EPP,67.619.171/0001-74,PALEOTEVE PRODUCAO CULTURAL EIRELI ­ EPP,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-05-13,200000.0,2015-06-12,200000.0
