,REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
2614,52869,47.846.243/0001-09,NICK PRODUCOES LTDA,AQUARIO FILMS LTDA,43.548.937/0001-09
2615,30353,17.368.529/0001-65,OFILA FILMES LTDA,DAMASCO FILMES LTDA,05.626.923/0001-77
2616,24534,18.087.870/0001-05,REDECINE BSB CINEMATOGRÁFICA LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
2617,31135,21.923.650/0001-89,REDECINE LONDRINA CINEMATOGRAFICA LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
2618,24536,16.888.328/0001-26,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
2619,19087,13.507.233/0001-27,CINERAMABC FILMES E PRODUÇÕES ARTÍSTICAS LTDA. ME,TRANSBORDA PRODUÇÕES ARTÍSTICAS LTDA.,11.097.796/0001-69
2620,46989,38.479.610/0001-92,CINE LASER CACOAL EXIBICOES CINEMATOGRAFICAS LTDA,CINE LASER CINEMAS EIRELI,03.569.447/0001-74
2621,44414,34.626.954/0001-26,CINE LASER NORTE CINEMA LTDA,CINE LASER CINEMAS EIRELI,03.569.447/0001-74
2622,1240,86.985.587/0001-50,CINEMAS PARIS ORIENT LTDA,FEIRA PLEXCINE LTDA.,04.547.950/0001-91
2623,46943,02.086.524/0001-72,SP VILHENA PRODUÇÕES E AGENCIAMENTOS ARTÍSTICOS LTDA,SOLSUB COM E SERV LTDA.,19.737.779/0001-50
2624,46899,38.487.725/0001-29,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,19.964.222/0001-52
2625,51430,45.642.965/0001-16,FREELAS CONECTA LTDA,COLETIVA DELAS PRODUCOES ARTISTICAS LTDA,20.194.792/0001-90
2626,33889,07.972.019/0001-49,TORE PRODUCOES DE FILMES E VIDEOS LTDA,LS COMUNICAÇÕES E PRODUÇÕES DE FILMES LTDA,41.250.379/0001-75
2627,3654,04.681.236/0001-91,712 PROPAGANDA E MARKETING LTDA,RP COMUNICACAO LTDA,42.273.819/0001-72
2628,48823,20.028.578/0001-63,TOBIAS FERREIRA GOMES TERCEIRO 436965660871,GREMIO RECREATIVO CARNAVALESCO ESTAÇÃO PRIMEIRO DE AGOSTO,27.666.980/0001-12
2629,37855,19.027.444/0001-49,EDUARDO FELISTOQUE FILMES - ME,BENZEDEIRA FILMES LTDA,33.650.451/0001-23
2630,1549,64.388.762/0001-90,SUPER CABO TV CARATINGA LTDA,VSAT - TELECOMUNICAÇÕES LTDA,05.915.278/0001-02
2631,49526,33.440.581/0001-31,MGFS PRODUCOES ARTISTICAS LTDA,FSS ARTES EIRELI,37.149.527/0001-92
2632,39960,18.421.710/0001-50,MARINETE DA COSTA GOMES PINHEIRO,SONHARES FILMES LTDA,40.379.956/0001-60
2633,47741,27.823.678/0001-20,MATHEUS CARLOS ACERBI,MATHEUS CARLOS ACERBI,42.733.989/0001-92
2634,26524,00.953.135/0001-71,DEUSDARÁ FILMES LTDA,BRANT PROJETOS CULTURAIS S/S LTDA.,05.035.003/0001-84
2635,20748,10.910.591/0001-98,MAYA PUBLICIDADE E MARKETING LTDA - ME,CASULO ESTÚDIO GRÁFICO & MULTIMÍDIA LTDA - ME,06.713.837/0001-64
2636,21775,14.755.369/0001-19,SÃO FILMES PRODUÇÕES ARTÍSTICAS LTDA,ORIGEM FILMES PRODUÇÃO E EVENTOS LTDA - ME,23.801.856/0001-61
2637,31191,19.512.412/0001-39,DIAMOND FILMS AMERICA PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA,BRILHO FILMS PRODUCAO E DISTRIBUICAO AUDIOVISUAL,19.812.075/0001-03
2638,44922,26.104.423/0001-45,ATENEA PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,BRILHO FILMS PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,19.812.075/0001-03
2639,48842,24.057.483/0001-29,SALA 33 LTDA,NOSSO QUINTAL PRODUTORA LTDA,34.052.569/0001-12
2640,22519,14.428.576/0001-69,PAULO FRANCISCO PERES LUCAS ME,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,39.314.110/0001-63
2641,2932,03.904.387/0001-07,L G L IMAGEM S/C LTDA. ME,ASSOCIAÇÃO DAS ENTIDADES DO CANAL COMUNITÁRIO DE ITAPETININGA,04.728.406/0001-46
2642,22868,13.704.158/0001-94,VILA DA BARRA PRODUCOES DE FILMES LTDA,TAPE PUBLICIDADE LTDA,04.214.524/0001-36
2643,3132,02.104.789/0001-56,CINEMAS ALVORADA DIVERSÕES LTDA,ALVORADA CINEMATOGRAFICA INTERNACIONAL LTDA,23.274.087/0001-90
2644,16197,11.265.176/0001-91,PRETA PORTÊ FILMES E PRODUÇÕES CULTURAIS LTDA,OBI FILMES E CRIACAO CULTURAL EIRELI,35.551.857/0001-84
2645,1778,43.493.915/0001-99,TAPIRI CINEMATOGRÁFICA LTDA.,KINOSTUDIO CINEMA DIGITAL LTDA,08.990.603/0001-90
2646,30,31.337.942/0001-93,TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA,NIMBUS COMUNICAÇÃO E MARKETING LTDA,07.427.207/0001-96
2647,49187,41.507.174/0001-22,MGNT COMUNICAÇÃO LTDA,LIVE MARKETING DE DISSEMINAÇÃO LTDA,07.759.470/0001-82
2648,38699,08.203.131/0001-88,PARLATÓRIO PRODUÇÕES LTDA ME,INSTITUTO TATURANA,35.536.160/0001-34
2649,46460,36.233.825/0001-01,ESTUDIO PE GRANDE ANIMACAO CINEMATOGRAFICA LTDA,GALVÃO & VEDANA LTDA,18.627.575/0001-02
2650,47609,38.445.845/0001-63,ARM PRODUCOES ARTISTICAS LTDA,CONE CREW PRODUÇÕES ARTÍSTICAS LTDA,14.729.127/0001-50
2651,6022,58.018.441/0001-09,TV CIDADE DE BAURU LTDA,RADIO E TELEVISÃO MARAJOARA LTDA,01.897.509/0001-41
2652,37544,09.538.413/0001-07,LUMINUS DUBLAGENS E PRODUCOES EIRELI - ME,FRANCISCO FERNANDES FREITAS DUBLAGEM - ME,15.217.570/0001-05
2653,45799,12.953.673/0001-45,MOV PRODUCOES CULTURAIS LTDA,NGMJ PRODUÇÕES CULTURAIS LTDA,16.844.178/0001-59
2654,278,40.271.140/0001-19,SYNAPSE PRODUÇÕES LTDA,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,02.185.369/0001-41
2655,51703,36.348.976/0001-05,MIRO FILMES EIRELI,GARAGEM FILMES LTDA ME,13.784.164/0001-07
2656,24619,18.351.980/0001-32,H20 PRODUÇÕES LTDA,PLANET CINEMAS MACAÉ LTDA,10.464.926/0001-91
2657,25382,03.884.270/0001-09,RUBEM DUAILIBI PRODUÇÕES ARTÍSTICAS LTDA - ME,CONEXÃO CINEMA PRODUÇÕES ARTÍSTICAS LTDA,02.771.086/0001-81
2658,17421,09.399.099/0001-10,VERDURA PRODUÇÕES CULTURAIS LTDA,VERDURA IMAGENS E PRODUÇÕES LTDA.,21.609.576/0001-20
2659,50906,39.752.417/0001-46,TRIA FILMES LTDA,PEDRO PIO DE SOUSA PIMENTEL 01668467160,17.931.224/0001-10
2660,526,04.350.398/0001-47,CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI,CANAL AZUL PRODUÇÕES CULTURAIS LTDA,01.613.170/0001-04
2661,3878,16.924.581/0001-98,INTERVISAO EMISSORAS DE RADIO E TELEVISAO LTDA,CANAL E TRANSMISSOES INTERTV LTDA,31.396.583/0001-45
2662,26741,14.686.981/0001-87,ESTUDIO CLICKA LTDA - ME,SOHO PRODUTORA DE VIDEOS E FOTOGRAFIAS LTDA,31.845.937/0001-91
2663,42146,30.926.003/0001-11,IRMAOS MEIRELLES FILMES LTDA,LDD ENTRETENIMENTO LTDA,13.341.716/0001-02
2664,20345,10.287.255/0001-30,CAVALIA PRODUÇÕES CINEMATOGRÁFICAS LTDA,AKIM PRODUÇÕES CONSULTORIA E MARKETING EIRELI,34.524.044/0001-32
2665,52971,44.342.985/0001-09,EPIC FILMES LTDA,RENATO TORTORA RODRIGUES,32.711.614/0001-78
2666,20870,00.580.891/0001-00,ARTE EM CENA FILMES LTDA,COOPERATIVA DOS PROFISSIONAIS DE ARTE E CULTURA DO PARANA,05.623.875/0001-63
2667,34246,26.117.715/0001-12,GABIROBA FILMES LTDA,GEN LOCK PRODUÇÕES LTDA,40.326.688/0001-19
2668,35292,24.221.859/0001-99,4 BOCAS - FILMES E SERVIÇOS AUDIOVISUAIS LTDA,MAO UNICA FILMES - PRODUCAO CINEMATOGRAFICA LTDA,30.807.626/0001-75
2669,22873,97.534.961/0001-18,FADEVIDEO PRODUÇÃO DE EVENTOS LTDA-ME,FADE COMUNICAÇÃO E ASSESSORIA LTDA,06.049.512/0001-29
2670,43837,32.077.740/0001-12,PARQUE COMUNICACAO LTDA,LAXMI PRODUÇÃO E FINALIZAÇÃO AUDIOVISUAL LTDA,14.778.505/0001-96
2671,44351,32.325.796/0001-49,HIPERCUBO PRODUCOES DE VIDEOS LTDA,TRITÃO PRODUÇÕES EIRELI,21.288.019/0001-55
2672,24711,17.227.558/0001-07,PORTA DOS FUNDOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,VIACOM NETWORKS BRASIL PROGRAMACAO TELEVISIVA E PUBLICIDADE LTDA,03.534.341/0001-35
2673,48455,31.740.433/0001-07,CAPUCCI PRODUCOES LTDA,CAPUCCI CINE PRODUÇÕES LTDA,05.912.314/0001-84
2674,33008,14.682.978/0001-95,TRECO PRODUÇÕES ARTÍSTICAS LTDA,"OZ PRODUÇÕES ARTÍSTICAS, MUSICAIS E CINEMATOGRÁFICAS LTDA.",10.561.752/0001-85
2675,32513,21.468.043/0001-76,JATOBÁ CULTURAL LTDA ME,PAPILLON PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA,07.720.768/0001-89
2676,380,31.399.272/0001-30,COMUNICAÇÃO ALTERNATIVA LTDA,INSTITUTO DE ESTUDOS DE TELEVISÃO,04.612.138/0001-00
2677,6316,07.097.985/0001-64,PRODUTORA DE ANIMAÇÃO E ARTES DIGITAIS LTDA. -ME,TOIN PRODUÇÕES LTDA,29.267.649/0001-55
2678,33904,83.012.013/0001-08,TELEVISÃO LAGES LTDA,ANIMAZOO ENTRETENIMENTO LTDA,21.952.846/0001-00
2679,22070,13.271.138/0001-77,ENTREPOSTO PRODUÇÕES ARTÍSTICAS LTDA,VAGALUMEN LAB PRODUÇÕES ARTÍSTICAS E TENDÊNCIAS AUDIOVISUAIS LTDA-ME,27.097.551/0001-71
2680,42523,23.558.898/0001-13,DAZN MEDIA BRASIL SERVIÇOS LTDA,BUZZFEED DO BRASIL INTERNET LTDA,22.021.062/0001-12
2681,24511,05.607.525/0001-03,VICTORY EVENTOS & TURISMO LTDA,RG PALMA EXIBICAO CINEMATOGRAFICA LTDA,31.159.134/0001-83
2682,25237,09.234.822/0001-01,TELEVISAO VERDADE E CONFIABILIDADE LTDA - ME,G A C DA SILVA PRODUÇÕES AUDIOVISUAIS E PESQUISAS,26.542.684/0001-47
2683,46321,08.683.176/0001-05,"TONKS CINEMATOGRAFICA, CONSULTORIA E EDITORA EIRELI",EQUINOX DIGITAL SERVICES IMPORTACAO EXPORTACAO LTDA,21.355.575/0001-05
2684,28561,20.334.881/0001-94,C A VIEIRA LEMOS E CIA LTDA,C.A.V. LEMOS,08.913.231/0001-06
2685,48002,31.254.415/0001-15,KZMP GRAVADORA MUSICAL LTDA,KONDZILLA FILMES LTDA,18.678.886/0001-92
2686,34457,11.914.445/0001-01,DIO BERKANA MARKETING COMUNICACAO VIAGENS E CONGRESSOS LTDA,CAPIVARA FILMES PRODUÇÕES ARTÍSTICAS LTDA,11.874.028/0001-74
2687,248,66.657.727/0001-54,CR ENTRETENIMENTO LTDA,CAFE ROYAL FILMES LTDA,34.258.649/0001-29
2688,52665,48.997.580/0001-60,MACABEO FILMES LTDA,MLT PRODUÇÕES ARTISTICAS LTDA,31.940.539/0001-54
2689,13520,09.107.296/0001-19,3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA,LUA CHEIA FILMES E PRODUCOES ARTISTICAS LTDA,25.301.432/0001-63
2690,32112,19.567.967/0001-88,WMHD PRODUÇÕES EM ALTA DEFINIÇÃO LTDA,CEARÁ FILMES E PRODUÇÕES LTDA - ME,08.941.218/0001-52
2691,13450,08.277.315/0001-92,CABRA QUENTE FILMES LTDA,BODE ESPIATÓRIO FILMES LTDA.,10.524.095/0001-04
2692,24534,18.087.870/0001-05,REDECINE BSB CINEMATOGRÁFICA LTDA,MOVIESYSTEM CINEMATOGRAFICA LTDA,04.533.831/0001-80
2693,50825,44.564.794/0001-91,UNI DUNI PRODUÇÕES LTDA,JUKEBOX PRODUCOES ARTISTICAS LTDA,29.707.580/0001-33
2694,11892,08.530.304/0001-72,MENE E PORTELLA PUBLICIDADE LTDA,1001 FILMES PRODUCOES E EVENTOS LTDA,10.174.254/0001-80
2695,49913,40.585.042/0001-56,IDE PRODUCTIONS LTDA,SIC ­ SISTEMA INTEGRADO DE COMUNICACAO LTDA,11.496.603/0001-42
2696,34520,26.066.060/0001-09,SOTAQUE FILMES LTDA - ME,SIC ­ SISTEMA INTEGRADO DE COMUNICACAO LTDA,11.496.603/0001-42
2697,2356,41.090.374/0001-22,O GRUPO PARABÓLICA BRASIL COMUNICAÇÃO AUDIOVISUAL,BELAVISTA RIO CINEMA E PRODUÇÃO ARTÍSTICA LTDA,09.240.833/0001-02
2698,14531,00.845.658/0001-02,COISA DE CINEMA - CINEMA E VÍDEO LTDA ME,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,06.953.374/0001-08
2699,38618,29.233.531/0001-06,AWAKE PRODUÇÃO DE FILMES LTDA,OCEAN PRODUÇÃO DE FILMES LTDA,04.069.379/0001-47
2700,46893,35.486.652/0001-62,CINEMATOGRAFICA CINEMA UBA LTDA,CINEMATOGRÁFICA OURO BRANCO LTDA,44.084.629/0001-32
2701,31641,21.257.121/0001-93,CINEMATOGRÁFICA CATAGUASES LTDA EPP,CINEMATOGRÁFICA OURO BRANCO LTDA,44.084.629/0001-32
2702,32319,23.980.273/0001-45,MADRE MIA FILMES LTDA ME,SANTERIA PRODUÇÕES AUDIOVISUAIS LTDA,39.814.253/0001-34
2703,30044,22.380.095/0001-59,VAPT FILMES PRODUÇÕES EIRELI ME,SANTERIA PRODUÇÕES AUDIOVISUAIS LTDA,39.814.253/0001-34
2704,44837,35.441.232/0001-60,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA,16.888.328/0001-26
2705,47904,40.473.692/0001-00,SEIVA PRODUCAO DE FILMES LTDA,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,08.440.376/0001-29
2706,52728,23.715.248/0001-34,ESCOLA BRASILEIRA DE AUDIOVISUAL - EBAV,SERGIO ASSIS PRODUÇÕES LTDA,00.815.138/0001-49
2707,19755,13.041.988/0001-89,ETCETERA CINE E VIDEO LTDA ME,EASYCAM CINEMA E VIDEO LTDA,37.738.171/0001-22
2708,50888,43.794.579/0001-14,IMAGO STUDIO ILUSTRAÇÃO LTDA,GUILHERME ADOLFO DUTRA DA SILVEIRA DUARTE,32.829.854/0001-71
2709,17936,09.429.014/0001-08,HI-FI FILMES LTDA-ME,FILMES MAIS LTDA,03.435.290/0001-94
2710,12941,09.012.841/0001-93,BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA,KRM PRODUÇÕES AUDIOVISUAIS LTDA,05.474.957/0001-93
2711,1944,04.969.463/0001-17,CINEMA ARTEPLEX LTDA.,TUBARÃO FILMES LTDA,24.971.903/0001-88
2712,2364,31.611.189/0001-82,CINEMAS PARIS SEVERIANO RIBEIRO LTDA,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
2713,11751,08.262.566/0001-01,SR RIO DE JANEIRO CINEMAS S/A,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
2714,36042,24.934.410/0001-78,ARAPUA FILMES EIRELI - ME,BARAUNA PRODUCOES LTDA - ME,21.648.038/0001-45
2715,24296,17.291.890/0001-30,PLANET CINEMAS CARUARU LTDA,H20 PRODUÇÕES LTDA,18.351.980/0001-32
2716,2977,05.297.810/0001-75,JUBARTE FILMES LTDA-ME,TATU FILMES LTDA-ME,72.089.667/0001-13
2717,33385,24.754.642/0001-44,F.D.SILVEIRA - PRODUTORA AUDIOVISUAL E CULTURAL - ME,CERRADO INCORPORADORA E PRESTADORA DE SERVIÇOS LTDA,05.520.899/0001-97
2718,21161,02.188.743/0001-62,SP SERVIÇOS CINEVIDEO LTDA,BSB SERVIÇOS CINEGROUP LTDA,06.900.652/0001-69
2719,27572,17.698.323/0001-01,DLA DISTRIBUIDORA E ENTRETENIMENTO LTDA,INTERACTV SERVIÇOS DE TV E MÍDIA LTDA.,07.085.868/0001-80
2720,22893,14.787.970/0001-93,MÃE JOANA FILMES E PRODUÇÕES LTDA ME.,PATOTA PRODUÇÕES ARTISTICAS LTDA - ME,13.538.544/0001-53
2721,23403,16.596.001/0001-80,BROS FILMES E PROPAGANDA LTDA,BROS PRODUÇOES LTDA,03.042.412/0001-82
2722,36309,11.980.337/0001-29,TANG PRODUÇÕES LTDA - ME,BROS PRODUÇOES LTDA,03.042.412/0001-82
2723,17870,11.951.426/0001-47,S.V.S. FILMES EIRELI,ISIS PRODUÇÕES LTDA,02.753.786/0001-43
2724,45292,35.739.380/0001-65,ALEGRIA EXIBIDORA CINEMATOGRAFICA - EIRELI,ASSOCIAÇÃO DOS ARTISTAS AMIGOS DA PRAÇA,11.416.041/0001-80
2725,13179,09.160.968/0001-50,SWEN PRODUCOES LTDA,MAGIA FILMES PRODUÇÕES LTDA,58.064.189/0001-66
2726,23951,14.070.151/0001-20,MASSARI BURGERS E FILMES LTDA,R2O FILMES LTDA - ME,09.343.347/0001-01
2727,30390,16.595.954/0001-24,MUSIC2 PUBLICIDADE DIGITAL LTDA,ALUMIA PRODUCOES LTDA,13.079.333/0001-08
2728,28751,05.456.336/0001-87,BRASIL MN MANCHETE EDITORA EIRELI,BRASIL/MN MANCHETE PRODUÇÕES LTDA.,22.194.341/0001-88
2729,44276,21.298.337/0001-05,EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA,INDUSTRIA E COMERCIO DE POLTRONAS PARA CINEMA SANTA CLARA LTDA,00.912.718/0001-54
2730,28088,18.773.409/0001-06,ATACAMA PRODUCAO DE VIDEOS LTDA,ZAP RIO PRETO COMERCIO E VIDEO PRODUÇÕES LTDA - EPP,07.430.780/0001-59
2731,51852,07.756.651/0001-55,BRASIL SERVICOS DE TELECOMUNICACOES LTDA,MULTITEL COMUNICACOES LTDA,02.681.202/0001-71
2732,14534,04.552.791/0001-13,RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA,RADIO E TELEVISAO RECORD S.A,60.628.369/0001-75
2733,1994,04.006.465/0001-00,SR SÃO PAULO CINEMAS S/A,CINEMAS PARIS SEVERIANO RIBEIRO LTDA,31.611.189/0001-82
2734,22279,12.121.011/0001-09,INSTITUTO BRASILEIRO DA CULTURA E DO CINEMA - IBCC,MS PRODUCOES EIRELI - ME,10.532.883/0001-34
2735,25179,17.568.675/0001-34,DRIVE FILMES LTDA,RETINA CONTEUDO PRODUCOES LTDA,38.499.614/0001-32
2736,51098,31.100.453/0001-13,RURAL VENDE COMUNICAÇÃO LTDA,CONECTA ASSOCIADOS CONSULTORIA DE NEGOCIOS E PROJETOS LTDA,18.713.688/0001-12
2737,1010,01.447.724/0001-40,RDA PRODUTORA E DISTRIBUIDORA DE FILMES LTDA,POROROCA PRODUCAO DE FILMES LTDA,26.762.154/0001-04
2738,4565,07.515.761/0001-25,VINÍCIUS DA R. MOREIRA,AMR PRODUTORA LTDA ME,17.377.969/0001-89
2739,47187,37.031.878/0001-02,SAGITARIO FILMES LTDA,PANORAMICA COMUNICACAO LTDA.,05.565.485/0001-84
2740,23255,09.161.143/0001-50,ALEF PRODUÇÕES LTDA,ENQUADRA PRODUÇÕES DIGITAIS,15.793.669/0001-55
2741,17282,11.788.633/0001-22,LIRACINE PRODUÇÕES AUDIOVISUAIS LTDA - EPP,PONTA DE LANCA PRODUCOES LTDA,48.323.057/0001-58
2742,43874,30.673.175/0001-20,AGENCIA LUMINOS DE MARKETING INTEGRADO LTDA,UNIQUE ENTRETENIMENTO DIGITAL LTDA - ME,23.318.838/0001-23
2743,24816,18.152.343/0001-37,RWM PRODUÇÕES E EVENTOS LTDA EPP,MRW PRODUÇÕES E EVENTOS LTDA,18.927.487/0001-18
2744,3157,04.925.023/0001-68,NO AR PRODUTORA LTDA ME,CUKA FILMES LTDA - ME,20.239.442/0001-00
2745,541,00.193.157/0001-80,SCENA FILMES LTDA,CPC CENTRO DE PRODUÇÀO E COMUNICAÇÃO LTDA.,42.592.741/0001-59
2746,29417,19.387.261/0001-34,CINEMATOGRÁFICA PIÚMA LTDA,CINEMATOGRÁFICA CACHOEIRO LTDA ME,04.736.746/0001-19
2747,47072,34.467.476/0001-59,CANELA FINA ESTUDIOS LTDA,CANELA FINA FILMES LTDA - ME,17.156.965/0001-70
2748,49942,42.642.939/0001-08,INTRO PICTURES AUDIOVISUAL LTDA,CAICO PRODUTORA DE CONTEÚDO AUDIOVISUAL E SERVIÇOS DE COMUNICAÇÃO LTDA.,56.802.747/0001-18
2749,50342,44.730.763/0001-63,LITTLE DOOR CONTENT PRODUCOES DE VIDEO LTDA,LITTLE DOOR DIGITAL LTDA,23.774.077/0001-14
2750,2974,03.651.641/0001-02,ESTAÇÃO ARTE E EVENTOS LTDA,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,03.623.153/0001-83
2751,47444,33.747.452/0001-90,PORTO FELIZ CAFÉ E VIDEO LTDA,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,03.623.153/0001-83
2752,42815,31.612.965/0001-69,MARCELA PORCARO RAUSCH 06456310601,PATA DE URSO FILMES LTDA,20.774.331/0001-96
2753,50678,11.873.794/0001-14,RODYFACE PRODUÇÕES E EVENTOS LTDA,"DRIKA CONSULTORIA EM MARKETING, CONTEUDO E EVENTOS EIRELI",35.827.762/0001-40
2754,51878,36.125.472/0001-18,JUAN ALBERTO GOMEZ PRODUCOES,OFF-HOLLYWOOD PRODUÇÕES LTDA. EPP,04.336.686/0001-47
2755,536,67.344.440/0001-37,RADIO E TELEVISAO DIARIO DE MOGI LTDA,GOD PRODUÇÕES DE VIDEOS LTDA,04.436.575/0001-02
2756,35839,17.235.627/0001-24,FLORES & FILMES PRODUCAO LTDA,FG3 ENTRETENIMENTO LTDA,33.522.290/0001-92
2757,31864,13.832.553/0001-52,ASSOCIAÇÃO CULTURAL CINECLUBE ARAUCÁRIA,PG MUSIC PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA,02.046.051/0001-80
2758,21486,06.970.856/0001-76,RED PHOTO IMAGEM BRASIL LTDA-ME,QUEST FILMES LTDA,31.980.454/0001-08
2759,30477,22.494.557/0001-69,ASSOCIAÇÃO DAS ENTIDADES USUÁRIAS DA TV COMUNITÁRIA DE PETRÓPOLIS - TV POP,ASSOCIAÇÃO DOS FUNCIONÁRIOS EMPREGADOS E SERVIDORES PÚBLICOS MUNICIPAIS DE PETRÓPOLIS,26.650.154/0001-12
2760,37626,21.668.765/0001-74,LC BIGARDI MARKETING EPP,HATHOR MARKETING PROMOÇÃO E EVENTOS EIRELI EPP,08.384.648/0001-10
2761,49482,41.762.621/0001-90,JAM FILMES LTDA,MAMUTE FILMES LTDA-M.E.,02.028.727/0001-02
2762,1141,05.508.188/0001-05,CORAÇÃO DA SELVA TRANSMÍDIA S.A.,RG ENTRETENIMENTO LTDA,07.874.360/0001-61
2763,3936,08.843.575/0001-88,TELEVISAO CABO BRANCO LTDA,TELEVISÃO PARAÍBA LTDA,08.584.526/0001-78
2764,48450,31.852.808/0001-20,AARTI TECNOLOGIA E CONTEUDO LTDA,INFFINITO EVENTOS E PRODUÇÕES LTDA,04.303.816/0001-45
2765,4675,05.113.990/0001-98,REDE GOIANIA DE RADIO E TELEVISAO LTDA,ILHOTA LESTE PRODUÇÕES ARTÍSTICAS S/C LTDA.,73.462.434/0001-87
2766,53175,49.962.834/0001-77,BLUE MOUNTAIN PRODUÇÕES LTDA,FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA,07.819.481/0001-00
2767,52398,47.500.783/0001-36,HENKES E RIBEIRO BARREIRAS LTDA,CINEMAS HENKES RIBEIRO UNAI LTDA,18.501.407/0001-68
2768,42421,32.138.883/0001-97,T2A PARTICIPAÇÕES LTDA,LR PRODUÇÕES ARTÍSTICAS LTDA,22.828.178/0001-68
2769,51823,09.201.723/0001-23,VIDEO SHACK LABORATÓRIO E COMÉRCIO DE PRODUTOS AUDIOVISUAIS LTDA,PRO VIDEO SERVIÇOS LTDA,02.017.700/0001-14
2770,17760,12.529.605/0001-53,BORANÓS MERCADO PUBLICITÁRIO LTDA,O LUIZ MINUZZI ME,24.137.983/0001-70
2771,39768,28.833.314/0001-94,TAKE4 GESTÃO DE ATIVOS LTDA,"ALTER CONTENT MÍDIA, CONSULTORIA E PROMOÇÃO DE EVENTOS LTDA ME",25.275.966/0001-62
2772,46470,36.082.069/0001-59,VENTRE STUDIO PARTICIPACOES LTDA,QUEROSENE PRODUÇÕES ARTISTICAS E CINEMATOGRÁFICAS LTDA,11.545.487/0001-04
2773,2298,06.022.961/0001-83,EBCINE S/A - EMPRESA BRASILEIRA DE CINEMAS,ADRIANA SCORZELLI RATTES,22.057.272/0001-60
2774,17397,10.158.709/0001-73,CHERRYPLUS CRIACOES ARTISTICAS LTDA.,CHERRY NAU SERVIÇOS DE PUBLICIDADE E MIDIA LTDA,18.702.017/0001-56
2775,22852,04.858.790/0001-00,CARINO PRODUÇÕES E COMERCIO DE LIVROS LTDA - ME,INSTITUTO MEMÓRIA MUSICAL BRASILEIRA,07.996.136/0001-42
2776,35392,26.258.946/0001-46,KASSIA ROBERTA FIOR 00938199943,FWK ESTUDIO DE ANIMACAO LTDA,45.315.170/0001-01
2777,18317,11.654.934/0001-63,BEIRADA PRODUCOES ARTÍSTICAS LTDA,MIRADA FILMES LTDA,10.731.397/0001-45
2778,33596,24.363.454/0001-95,DIAMONDBACK ENTERTAINMENT DISTRIBUIDORA DE FILMES LTDA.,SUPER COMBINADO PRODUÇÕES ARTÍSTICAS LTDA,08.578.222/0001-06
2779,32092,23.080.784/0001-00,A CAPELA COMUNICAÇÃO LTDA - EPP,AMADRE PROPAGANDA E INTERNET LTDA,17.276.493/0001-90
2780,26786,17.961.586/0001-53,HUIA PRODUÇÕES LTDA.,BROOKE PRODUCOES DE FOTOS E VIDEOS LTDA,31.537.706/0001-10
2781,2735,05.774.116/0001-00,CINEARTE MORUMBI LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA,19.361.857/0001-65
2782,2923,02.962.893/0001-81,EMPRESA CINEMATOGRÁFICA IPATINGA LTDA,CINEPASS CINEMATOGRÁFICA LTDA,03.387.103/0001-44
2783,2912,05.279.756/0001-35,MAXI CINEMATOGRÁFICA LTDA,CINEPASS CINEMATOGRÁFICA LTDA,03.387.103/0001-44
